anios	trabajo	estado	contacto	mes	dia	cambios	problemas	cantidad
47	technician	single	cellular	apr	fri	115	2	5099.1
31	management	single	cellular	aug	mon	1099	2	5228.1
47	administrator	single	telephone	may	thu	656	1	5191
33	technician	married	telephone	may	fri	136	2	5191
30	administrator	single	cellular	nov	wed	742	1	5195.8
29	administrator	single	cellular	jul	thu	543	1	5228.1
42	administrator	married	cellular	jul	tue	336	1	5228.1
56	services	single	cellular	nov	fri	290	6	5195.8
28	teacher	married	telephone	may	thu	347	2	5191
41	teacher	married	cellular	may	wed	364	1	5099.1
36	teacher	married	telephone	may	fri	31	6	5191
27	teacher	married	cellular	jul	thu	655	1	5228.1
49	services	single	cellular	aug	tue	73	3	5228.1
36	services	single	cellular	may	mon	288	1	5099.1
37	administrator	married	telephone	may	fri	851	2	5191
45	technician	divorced	cellular	aug	fri	29	10	5228.1
45	services	single	cellular	may	fri	127	2	5099.1
48	teacher	married	telephone	jun	fri	29	2	5228.1
58	independent	divorced	telephone	jun	thu	197	1	5228.1
31	teacher	married	telephone	may	fri	514	1	5191
38	administrator	single	cellular	nov	mon	1081	1	5195.8
33	independent	married	cellular	jul	wed	99	2	5228.1
27	services	single	telephone	jul	wed	120	4	5228.1
26	teacher	married	telephone	may	mon	161	3	5191
40	teacher	married	telephone	jun	thu	100	4	5228.1
26	teacher	single	cellular	jul	mon	151	2	5228.1
28	administrator	single	cellular	jul	mon	295	1	5228.1
45	teacher	married	telephone	may	mon	702	4	5191
53	management	divorced	telephone	jun	wed	636	12	5228.1
29	teacher	married	telephone	jun	thu	190	1	5228.1
38	teacher	married	telephone	jun	wed	74	13	5228.1
58	retired	married	cellular	apr	wed	1307	1	5008.7
50	independent	divorced	cellular	nov	thu	59	4	5195.8
32	unemployed	married	cellular	nov	thu	640	1	5195.8
41	administrator	divorced	cellular	aug	thu	98	3	4991.6
44	management	married	cellular	may	fri	1380	1	5099.1
32	technician	married	telephone	may	wed	186	2	5099.1
35	management	married	cellular	aug	wed	216	7	5228.1
55	services	single	cellular	may	thu	717	1	5099.1
44	entrepreneur	married	cellular	jul	tue	300	1	5228.1
54	retired	married	cellular	nov	tue	172	1	5195.8
52	entrepreneur	married	cellular	apr	wed	126	1	5099.1
38	teacher	married	cellular	jun	fri	346	2	4991.6
51	teacher	married	cellular	may	tue	811	2	5099.1
58	management	single	cellular	may	fri	90	1	5099.1
34	teacher	married	telephone	jun	wed	42	2	5228.1
40	administrator	married	telephone	may	mon	142	1	5191
44	services	married	cellular	jul	fri	127	4	5228.1
33	administrator	single	telephone	may	wed	337	1	5191
37	administrator	married	cellular	aug	fri	82	1	5228.1
33	administrator	married	telephone	may	wed	174	2	5191
50	teacher	single	telephone	jun	tue	756	2	5228.1
42	independent	married	telephone	jun	mon	180	3	5228.1
33	technician	married	cellular	may	mon	453	2	5099.1
35	management	married	telephone	may	wed	717	3	5191
39	unemployed	divorced	telephone	jun	fri	638	9	5228.1
39	technician	married	cellular	jul	tue	62	1	5228.1
42	services	married	telephone	may	thu	813	1	5191
32	administrator	single	cellular	jul	thu	349	1	5228.1
41	teacher	married	telephone	may	thu	441	1	5191
31	administrator	married	cellular	aug	thu	180	2	5228.1
27	teacher	married	telephone	may	tue	383	1	5191
24	services	married	cellular	may	thu	10	5	5099.1
29	administrator	single	cellular	mar	mon	215	1	5008.7
45	technician	married	telephone	may	mon	292	1	5191
35	administrator	single	cellular	nov	tue	106	1	5195.8
45	administrator	married	telephone	may	thu	191	3	5191
32	entrepreneur	single	cellular	jul	tue	192	3	5228.1
41	administrator	single	telephone	may	tue	214	1	5191
56	retired	married	cellular	may	mon	106	2	5099.1
46	administrator	divorced	cellular	jul	thu	642	1	5228.1
38	administrator	married	cellular	apr	thu	390	1	5099.1
38	technician	single	telephone	jun	mon	127	1	5228.1
44	technician	married	cellular	jul	wed	96	1	5228.1
39	teacher	married	telephone	may	tue	427	1	5191
23	student	single	cellular	apr	wed	1372	4	5099.1
42	services	married	cellular	may	wed	337	2	5099.1
42	technician	married	cellular	aug	thu	139	1	5228.1
22	student	single	cellular	may	thu	47	3	5099.1
28	student	single	cellular	jul	mon	250	2	4991.6
43	management	married	cellular	aug	wed	398	2	5228.1
36	independent	married	cellular	may	tue	731	1	5099.1
29	management	divorced	cellular	jun	tue	72	1	5076.2
31	technician	divorced	telephone	may	mon	78	1	5191
32	administrator	single	cellular	may	fri	284	15	5099.1
46	technician	married	telephone	nov	mon	98	1	5195.8
35	services	single	cellular	nov	tue	114	2	5195.8
39	administrator	single	cellular	nov	wed	514	1	5195.8
43	technician	single	cellular	nov	thu	157	3	5195.8
36	technician	married	telephone	jun	mon	151	1	5228.1
61	teacher	married	cellular	may	wed	74	2	5099.1
55	retired	divorced	telephone	jun	wed	69	4	5228.1
24	student	single	cellular	jul	tue	86	1	5228.1
30	independent	single	cellular	aug	mon	75	4	5228.1
33	administrator	divorced	telephone	nov	wed	50	4	5195.8
35	services	divorced	cellular	jul	tue	96	2	5228.1
39	teacher	single	telephone	may	mon	168	1	5191
38	teacher	single	telephone	jul	tue	41	5	5228.1
31	services	married	cellular	apr	wed	195	6	5099.1
49	teacher	married	telephone	jun	fri	25	1	5228.1
32	technician	married	telephone	may	thu	105	2	5191
35	technician	married	telephone	may	wed	208	3	5191
46	administrator	married	telephone	may	tue	158	1	5191
43	services	married	telephone	jun	thu	268	1	5228.1
30	teacher	married	telephone	jun	thu	348	3	5228.1
58	management	married	cellular	jul	mon	332	2	5228.1
27	student	single	telephone	oct	tue	5	1	4963.6
34	technician	married	cellular	nov	tue	162	2	4963.6
31	administrator	married	telephone	jun	wed	135	2	5228.1
36	administrator	single	cellular	jul	thu	165	1	5228.1
34	administrator	married	cellular	may	fri	612	1	5099.1
22	technician	single	cellular	jun	fri	127	2	5076.2
34	administrator	married	cellular	aug	wed	250	1	4991.6
46	technician	married	cellular	apr	thu	309	1	5099.1
35	technician	married	cellular	aug	tue	105	2	5228.1
35	administrator	single	telephone	may	fri	162	1	5191
37	technician	single	telephone	jun	mon	51	4	5228.1
35	independent	single	cellular	may	wed	207	1	5099.1
43	administrator	married	cellular	nov	tue	127	1	5195.8
38	technician	married	cellular	nov	mon	61	1	5195.8
58	technician	married	cellular	sep	thu	156	1	4963.6
57	entrepreneur	single	cellular	apr	mon	7	4	5099.1
42	administrator	married	cellular	jul	mon	417	3	5228.1
34	management	married	cellular	apr	mon	163	1	5099.1
38	teacher	married	cellular	jun	fri	106	1	4991.6
47	independent	married	cellular	jul	mon	39	9	5228.1
57	management	married	cellular	aug	wed	338	2	5228.1
35	services	married	cellular	jul	tue	377	4	5228.1
38	administrator	single	telephone	jun	tue	556	1	5228.1
55	administrator	married	cellular	jul	mon	168	1	5228.1
57	teacher	divorced	telephone	jun	wed	41	8	5228.1
39	administrator	single	cellular	aug	tue	104	1	5228.1
27	management	married	cellular	jul	mon	174	3	5228.1
39	technician	single	cellular	may	mon	87	5	5099.1
55	technician	married	telephone	may	wed	958	2	5191
46	teacher	married	cellular	jul	thu	107	1	5228.1
41	services	single	cellular	apr	thu	290	2	5099.1
34	technician	married	telephone	may	mon	83	1	5191
26	independent	married	cellular	may	tue	134	4	5099.1
46	entrepreneur	divorced	cellular	nov	thu	88	1	5195.8
35	teacher	married	cellular	may	thu	91	1	5099.1
49	teacher	married	telephone	jun	wed	81	3	5228.1
57	independent	married	cellular	aug	mon	131	2	5228.1
26	independent	single	cellular	may	wed	119	1	5099.1
51	technician	married	telephone	may	wed	302	2	5191
35	administrator	single	telephone	aug	fri	91	1	5228.1
36	teacher	married	cellular	apr	thu	403	1	5099.1
37	management	married	cellular	jul	mon	292	8	5228.1
45	teacher	married	cellular	may	tue	67	1	5099.1
38	administrator	married	telephone	may	thu	617	2	5191
28	technician	married	cellular	jul	tue	249	2	5228.1
57	retired	married	cellular	jul	mon	65	5	5228.1
48	housemaid	married	cellular	aug	mon	148	1	5228.1
33	technician	single	cellular	may	mon	687	2	5099.1
62	retired	married	cellular	aug	fri	517	2	5076.2
47	administrator	married	telephone	jun	tue	24	1	5228.1
33	technician	single	cellular	aug	tue	501	1	5228.1
49	independent	divorced	cellular	jul	wed	1124	2	5228.1
46	services	married	cellular	aug	wed	226	4	5228.1
43	housemaid	married	cellular	jul	mon	88	4	5228.1
37	entrepreneur	single	telephone	may	mon	744	2	5191
50	technician	married	cellular	jul	fri	95	1	5228.1
41	teacher	married	telephone	jun	wed	38	1	5228.1
25	teacher	married	telephone	jul	thu	1008	2	5228.1
33	teacher	married	telephone	may	mon	68	2	5191
34	technician	married	telephone	may	thu	24	1	5008.7
34	services	divorced	telephone	sep	mon	11	1	4963.6
34	administrator	single	cellular	may	mon	75	5	5099.1
31	management	single	cellular	nov	thu	48	1	5195.8
22	technician	single	cellular	aug	tue	122	1	4991.6
53	services	divorced	cellular	apr	thu	653	1	5099.1
29	services	single	telephone	may	fri	210	1	5191
41	administrator	married	telephone	jul	wed	120	3	5228.1
32	teacher	married	cellular	may	fri	906	5	5099.1
40	administrator	married	telephone	jun	fri	606	5	5228.1
40	administrator	divorced	cellular	apr	mon	238	1	5099.1
31	administrator	single	cellular	nov	thu	365	1	5195.8
52	administrator	divorced	cellular	nov	tue	213	1	5017.5
37	teacher	single	telephone	jun	thu	270	2	5228.1
41	administrator	single	cellular	may	mon	722	4	5099.1
33	teacher	married	cellular	jul	mon	299	1	5228.1
43	teacher	married	cellular	may	tue	609	1	5099.1
35	services	divorced	cellular	jul	mon	97	2	5228.1
51	services	married	telephone	may	fri	25	2	5191
59	retired	married	cellular	aug	mon	284	2	5228.1
38	technician	single	telephone	may	fri	214	2	5191
26	technician	divorced	cellular	jul	tue	500	1	5228.1
46	unemployed	divorced	telephone	may	fri	69	15	5191
20	student	single	cellular	mar	thu	325	1	5099.1
49	management	married	cellular	nov	wed	582	1	5195.8
34	technician	single	cellular	apr	thu	313	1	5099.1
52	unemployed	married	cellular	jul	fri	118	2	5228.1
50	administrator	married	cellular	nov	fri	189	2	5195.8
51	entrepreneur	married	cellular	oct	tue	626	1	5017.5
41	technician	married	cellular	aug	thu	93	1	5228.1
47	administrator	married	telephone	dec	mon	91	2	5023.5
31	administrator	divorced	cellular	aug	wed	77	6	5228.1
28	administrator	single	cellular	mar	fri	78	2	5099.1
39	housemaid	married	telephone	may	wed	125	12	5191
36	management	single	cellular	may	wed	147	2	5099.1
38	administrator	married	telephone	may	tue	112	4	5191
75	retired	married	cellular	aug	wed	248	2	4991.6
31	services	single	cellular	may	wed	734	2	5099.1
27	technician	single	cellular	jun	tue	130	2	4991.6
44	unemployed	married	telephone	jun	mon	392	3	5228.1
38	services	divorced	cellular	may	tue	351	1	5099.1
34	management	married	cellular	nov	wed	96	1	5195.8
32	administrator	single	cellular	aug	thu	211	4	5228.1
30	administrator	married	cellular	aug	thu	55	5	5228.1
42	administrator	divorced	telephone	nov	mon	124	1	5195.8
35	independent	married	cellular	aug	thu	884	2	5228.1
38	technician	married	cellular	jul	mon	224	3	5228.1
48	technician	married	telephone	jun	mon	185	2	5228.1
58	administrator	single	telephone	jun	wed	111	3	5228.1
28	administrator	married	cellular	may	thu	386	4	5099.1
31	administrator	single	cellular	may	wed	850	1	5099.1
46	administrator	divorced	cellular	nov	mon	168	1	5195.8
39	technician	single	cellular	aug	thu	142	1	5228.1
27	administrator	single	cellular	aug	wed	1117	2	5076.2
30	teacher	married	telephone	jun	tue	89	4	5228.1
31	teacher	married	telephone	jun	wed	62	1	5228.1
27	teacher	married	telephone	may	tue	37	9	5191
50	entrepreneur	married	telephone	may	wed	161	1	5191
33	teacher	married	cellular	apr	wed	165	2	5099.1
36	teacher	married	cellular	may	thu	47	1	5099.1
30	technician	single	cellular	aug	mon	244	2	5228.1
38	teacher	married	telephone	jun	fri	42	5	5228.1
31	independent	married	cellular	nov	mon	332	1	5195.8
37	management	married	telephone	may	wed	189	2	5191
37	services	single	cellular	jul	wed	411	2	5228.1
40	technician	married	cellular	aug	mon	342	2	5228.1
36	administrator	single	cellular	may	wed	402	2	5099.1
38	teacher	married	telephone	jun	thu	71	12	5228.1
76	retired	divorced	cellular	sep	tue	221	1	5017.5
58	retired	married	cellular	jul	tue	81	1	5228.1
45	administrator	married	cellular	may	tue	198	2	5099.1
51	teacher	married	telephone	may	mon	212	1	5191
31	services	married	telephone	jun	fri	108	2	5228.1
28	student	single	cellular	may	fri	1027	2	5008.7
30	administrator	single	cellular	aug	wed	72	1	5228.1
46	administrator	married	cellular	may	wed	159	1	5099.1
33	technician	single	cellular	aug	mon	102	2	5228.1
35	teacher	single	cellular	jul	tue	71	2	5228.1
53	teacher	married	telephone	jun	thu	627	1	5228.1
30	student	single	cellular	mar	fri	268	5	5099.1
34	administrator	single	cellular	apr	tue	231	1	5099.1
33	administrator	married	telephone	oct	wed	167	1	5195.8
37	teacher	married	cellular	may	tue	85	4	5099.1
24	administrator	single	cellular	jul	thu	493	1	5228.1
37	technician	single	cellular	aug	thu	126	1	5228.1
33	services	single	telephone	may	fri	271	1	5191
53	independent	married	cellular	may	mon	62	1	5099.1
30	independent	married	cellular	jun	fri	138	2	5076.2
30	administrator	married	cellular	oct	wed	133	1	5017.5
29	teacher	single	cellular	nov	wed	161	1	5195.8
31	administrator	single	cellular	aug	fri	76	4	5228.1
59	technician	married	telephone	may	fri	464	2	5191
37	technician	married	cellular	jul	tue	144	1	5228.1
33	technician	single	cellular	aug	wed	732	1	5228.1
35	teacher	single	cellular	may	thu	1806	2	5099.1
37	management	married	cellular	jul	mon	599	1	5228.1
34	administrator	unknown	cellular	may	mon	257	1	5099.1
51	teacher	divorced	cellular	may	wed	64	5	5099.1
63	retired	married	cellular	aug	tue	177	1	5076.2
30	administrator	single	telephone	jul	fri	253	1	5228.1
50	administrator	married	cellular	apr	fri	121	1	5099.1
31	administrator	single	cellular	aug	thu	116	1	5228.1
37	unemployed	married	telephone	jun	tue	126	3	4991.6
29	teacher	married	cellular	may	wed	413	1	5099.1
56	teacher	married	telephone	jun	wed	114	1	5228.1
46	administrator	married	cellular	apr	mon	194	3	5008.7
35	technician	single	cellular	aug	thu	26	17	5228.1
31	technician	married	cellular	may	mon	15	8	5099.1
41	administrator	single	cellular	jul	thu	435	5	5228.1
57	teacher	divorced	cellular	jul	tue	256	5	5228.1
25	teacher	single	cellular	sep	mon	92	1	5017.5
58	entrepreneur	married	telephone	jun	thu	147	1	5228.1
39	technician	divorced	telephone	may	fri	251	2	5191
29	administrator	single	cellular	nov	thu	103	1	5195.8
53	administrator	single	telephone	may	wed	122	2	5191
47	management	married	cellular	may	tue	242	1	5099.1
45	teacher	married	cellular	apr	mon	174	1	5099.1
47	administrator	married	telephone	jun	tue	203	9	5228.1
35	technician	single	telephone	may	wed	294	1	5191
58	independent	divorced	telephone	jun	thu	430	1	5228.1
47	services	divorced	cellular	may	mon	254	1	5099.1
30	technician	married	cellular	aug	tue	79	1	5228.1
41	technician	single	cellular	may	thu	59	4	5099.1
26	student	single	cellular	mar	wed	236	2	5099.1
28	management	single	telephone	may	thu	166	1	5099.1
26	unknown	single	telephone	jun	wed	524	15	5228.1
48	housemaid	married	cellular	nov	wed	1337	4	5195.8
33	technician	married	telephone	jul	wed	89	1	5228.1
48	management	married	cellular	jul	mon	248	3	5228.1
56	retired	married	telephone	may	fri	319	3	5191
54	teacher	married	cellular	jul	thu	71	5	5228.1
42	teacher	married	cellular	jul	thu	349	1	5228.1
50	housemaid	married	cellular	jul	wed	58	2	5228.1
43	technician	married	cellular	may	mon	618	1	5099.1
52	teacher	married	telephone	jun	tue	542	1	5228.1
33	management	married	cellular	may	fri	364	1	5099.1
27	unemployed	married	telephone	jul	wed	399	8	5228.1
45	administrator	divorced	cellular	nov	fri	59	1	5195.8
43	administrator	married	telephone	nov	tue	135	1	5017.5
33	technician	married	cellular	aug	mon	106	2	5228.1
54	teacher	married	telephone	aug	thu	309	2	5228.1
37	technician	single	cellular	aug	mon	1559	5	5228.1
52	management	married	telephone	may	tue	709	1	5191
54	housemaid	married	cellular	apr	thu	41	1	5099.1
48	administrator	married	telephone	may	tue	92	2	5191
27	administrator	single	telephone	may	tue	194	2	5191
28	teacher	single	telephone	may	wed	244	2	5191
49	services	married	cellular	aug	fri	889	2	5228.1
29	management	married	cellular	nov	wed	138	1	5195.8
28	technician	single	cellular	mar	mon	392	4	5099.1
38	technician	married	telephone	jun	thu	129	2	5228.1
21	student	single	cellular	mar	wed	136	2	5008.7
42	technician	married	telephone	jun	fri	100	2	5228.1
44	administrator	single	cellular	may	fri	211	4	5008.7
70	retired	married	cellular	apr	thu	96	1	5099.1
38	administrator	single	telephone	jun	wed	247	5	5228.1
45	housemaid	married	cellular	may	wed	236	1	5099.1
58	services	married	cellular	mar	mon	92	2	5008.7
36	teacher	married	cellular	jul	mon	333	5	5228.1
38	technician	married	cellular	aug	tue	76	1	5228.1
45	technician	married	telephone	may	mon	79	1	5191
38	technician	married	cellular	mar	fri	166	3	5099.1
37	administrator	married	cellular	aug	fri	45	1	5228.1
44	administrator	married	cellular	aug	mon	116	1	5228.1
48	administrator	married	cellular	aug	wed	562	3	5228.1
42	administrator	married	cellular	jul	thu	141	5	5228.1
31	teacher	single	cellular	may	tue	88	2	5099.1
34	teacher	married	cellular	nov	tue	120	2	5195.8
26	services	divorced	telephone	may	mon	241	1	5191
25	technician	single	cellular	apr	fri	118	1	5099.1
37	technician	married	cellular	nov	tue	372	1	5195.8
36	teacher	married	telephone	may	mon	121	2	5191
30	administrator	married	cellular	apr	wed	1038	2	5099.1
34	technician	divorced	cellular	may	fri	7	6	5099.1
21	student	single	cellular	jun	fri	493	2	5076.2
41	unknown	married	cellular	aug	mon	653	2	5228.1
27	services	single	telephone	jul	wed	120	4	5228.1
